File created on 2026-01-23T12:41:09.209080
Wind Gannon storm data

Orbit:
XYZ GSE GSM: 2024 05 10 12 0 215.36  100.57   -1.10 215.36  100.14   9.29
XYZ GSE GSM: 2024 05 11 12 0 216.31  101.57   -0.68 216.31  101.15   9.25
XYZ GSE GSM: 2024 05 12 12 0 217.27  102.42   -0.27 217.27  102.01   9.17

#SATELLITEXYZ
215.36
100.14
9.29

#COORDINATES
GSM

year mo dy hr mn sc msc Bx By Bz Ux Uy Uz rho T
#START
2024 05 10 03 51 00 000       -0.10      -0.48      -3.00    -433.57      -2.03     -18.76      13.18  120207.95
2024 05 10 03 52 00 000       -0.02      -0.24      -2.83    -433.94      -2.90     -18.19      13.29  115210.05
2024 05 10 03 53 00 000       -0.00      -0.46      -2.76    -434.88      -1.65     -17.25      13.69  115184.49
2024 05 10 03 54 00 000       -0.21      -0.71      -3.08    -435.82      -0.40     -16.30      14.09  115158.92
2024 05 10 03 55 00 000       -0.25      -0.53      -3.22    -436.76       0.85     -15.36      14.48  115133.36
2024 05 10 03 56 00 000       -0.25      -0.21      -3.09    -435.76      -0.85     -15.81      14.18  113732.14
2024 05 10 03 57 00 000       -0.18      -0.15      -3.03    -434.11      -3.53     -16.72      13.65  111872.37
2024 05 10 03 58 00 000       -0.03      -0.33      -2.68    -432.46      -6.21     -17.64      13.13  110012.59
2024 05 10 03 59 00 000        0.25      -0.84      -2.80    -431.64      -6.49     -20.11      12.95  110041.88
2024 05 10 04 00 00 000        0.46      -2.00      -2.13    -431.08      -5.97     -23.11      12.89  110700.86
2024 05 10 04 01 00 000        0.43      -2.50      -0.59    -431.02      -6.50     -23.72      12.96  111449.05
2024 05 10 04 02 00 000        0.67      -1.26      -0.93    -431.12      -7.38     -23.54      13.06  112226.98
