Sym-H and AL  obtained from Kyoto WDC for SWPC Event 5.  Units in nT.
year mo dy hr mn sc msc dst_sm AL
2010 04 05 22 46 00 000  -49.00  -415.00
2010 04 05 22 47 00 000  -49.00  -416.00
2010 04 05 22 48 00 000  -49.00  -397.00
2010 04 05 22 49 00 000  -49.00  -390.00
2010 04 05 22 50 00 000  -49.00  -392.00
2010 04 05 22 51 00 000  -50.00  -413.00
2010 04 05 22 52 00 000  -51.00  -408.00
2010 04 05 22 53 00 000  -50.00  -380.00
2010 04 05 22 54 00 000  -50.00  -387.00
2010 04 05 22 55 00 000  -50.00  -378.00
2010 04 05 22 56 00 000  -51.00  -409.00
2010 04 05 22 57 00 000  -51.00  -415.00
2010 04 05 22 58 00 000  -51.00  -399.00
2010 04 05 22 59 00 000  -51.00  -394.00
2010 04 05 23 00 00 000  -51.00  -400.00
2010 04 05 23 01 00 000  -51.00  -431.00
2010 04 05 23 02 00 000  -52.00  -453.00
2010 04 05 23 03 00 000  -53.00  -463.00
2010 04 05 23 04 00 000  -54.00  -476.00
2010 04 05 23 05 00 000  -55.00  -466.00
2010 04 05 23 06 00 000  -55.00  -460.00
2010 04 05 23 07 00 000  -55.00  -477.00
2010 04 05 23 08 00 000  -55.00  -498.00
2010 04 05 23 09 00 000  -56.00  -505.00
2010 04 05 23 10 00 000  -59.00  -486.00
2010 04 05 23 11 00 000  -59.00  -466.00
2010 04 05 23 12 00 000  -56.00  -447.00
2010 04 05 23 13 00 000  -57.00  -452.00
2010 04 05 23 14 00 000  -58.00  -443.00
2010 04 05 23 15 00 000  -57.00  -430.00
2010 04 05 23 16 00 000  -57.00  -508.00
2010 04 05 23 17 00 000  -58.00  -524.00
2010 04 05 23 18 00 000  -60.00  -444.00
2010 04 05 23 19 00 000  -58.00  -447.00
2010 04 05 23 20 00 000  -57.00  -403.00
2010 04 05 23 21 00 000  -58.00  -404.00
2010 04 05 23 22 00 000  -59.00  -393.00
2010 04 05 23 23 00 000  -60.00  -486.00
2010 04 05 23 24 00 000  -61.00  -536.00
2010 04 05 23 25 00 000  -62.00  -498.00
2010 04 05 23 26 00 000  -62.00  -523.00
2010 04 05 23 27 00 000  -62.00  -492.00
2010 04 05 23 28 00 000  -63.00  -380.00
2010 04 05 23 29 00 000  -64.00  -362.00
2010 04 05 23 30 00 000  -64.00  -350.00
2010 04 05 23 31 00 000  -64.00  -396.00
2010 04 05 23 32 00 000  -65.00  -401.00
2010 04 05 23 33 00 000  -65.00  -358.00
2010 04 05 23 34 00 000  -65.00  -360.00
2010 04 05 23 35 00 000  -66.00  -377.00
2010 04 05 23 36 00 000  -66.00  -390.00
2010 04 05 23 37 00 000  -66.00  -395.00
2010 04 05 23 38 00 000  -66.00  -391.00
2010 04 05 23 39 00 000  -67.00  -381.00
2010 04 05 23 40 00 000  -66.00  -371.00
2010 04 05 23 41 00 000  -67.00  -375.00
2010 04 05 23 42 00 000  -66.00  -378.00
2010 04 05 23 43 00 000  -66.00  -386.00
2010 04 05 23 44 00 000  -66.00  -394.00
2010 04 05 23 45 00 000  -66.00  -413.00
2010 04 05 23 46 00 000  -66.00  -417.00
2010 04 05 23 47 00 000  -66.00  -408.00
2010 04 05 23 48 00 000  -66.00  -403.00
2010 04 05 23 49 00 000  -66.00  -396.00
2010 04 05 23 50 00 000  -66.00  -395.00
2010 04 05 23 51 00 000  -66.00  -368.00
2010 04 05 23 52 00 000  -66.00  -368.00
2010 04 05 23 53 00 000  -66.00  -376.00
2010 04 05 23 54 00 000  -66.00  -374.00
2010 04 05 23 55 00 000  -66.00  -376.00
2010 04 05 23 56 00 000  -66.00  -385.00
2010 04 05 23 57 00 000  -66.00  -386.00
2010 04 05 23 58 00 000  -66.00  -389.00
2010 04 05 23 59 00 000  -66.00  -389.00
