Sym-H and AL  obtained from Kyoto WDC for SWPC Event 4.  Units in nT.
2005 09 01 09 07 00 000  -38.00   -49.00
2005 09 01 09 08 00 000  -38.00   -60.00
2005 09 01 09 09 00 000  -38.00   -62.00
2005 09 01 09 10 00 000  -38.00   -41.00
2005 09 01 09 11 00 000  -38.00   -33.00
2005 09 01 09 12 00 000  -38.00   -34.00
2005 09 01 09 13 00 000  -38.00   -38.00
2005 09 01 09 14 00 000  -38.00   -34.00
2005 09 01 09 15 00 000  -38.00   -28.00
2005 09 01 09 16 00 000  -38.00   -20.00
2005 09 01 09 17 00 000  -37.00   -12.00
2005 09 01 09 18 00 000  -37.00   -12.00
2005 09 01 09 19 00 000  -37.00   -18.00
2005 09 01 09 20 00 000  -36.00   -21.00
2005 09 01 09 21 00 000  -36.00   -22.00
2005 09 01 09 22 00 000  -36.00   -17.00
2005 09 01 09 23 00 000  -36.00   -11.00
2005 09 01 09 24 00 000  -35.00   -13.00
2005 09 01 09 25 00 000  -35.00   -16.00
2005 09 01 09 26 00 000  -35.00   -16.00
2005 09 01 09 27 00 000  -34.00   -23.00
2005 09 01 09 28 00 000  -34.00   -34.00
2005 09 01 09 29 00 000  -35.00   -28.00
2005 09 01 09 30 00 000  -35.00   -61.00
2005 09 01 09 31 00 000  -36.00  -221.00
2005 09 01 09 32 00 000  -36.00  -242.00
2005 09 01 09 33 00 000  -36.00  -351.00
2005 09 01 09 34 00 000  -36.00  -319.00
2005 09 01 09 35 00 000  -36.00  -353.00
2005 09 01 09 36 00 000  -36.00  -333.00
2005 09 01 09 37 00 000  -36.00  -317.00
2005 09 01 09 38 00 000  -36.00  -335.00
2005 09 01 09 39 00 000  -36.00  -341.00
2005 09 01 09 40 00 000  -37.00  -337.00
2005 09 01 09 41 00 000  -37.00  -324.00
2005 09 01 09 42 00 000  -37.00  -314.00
2005 09 01 09 43 00 000  -37.00  -296.00
2005 09 01 09 44 00 000  -37.00  -276.00
2005 09 01 09 45 00 000  -37.00  -268.00
2005 09 01 09 46 00 000  -38.00  -264.00
2005 09 01 09 47 00 000  -38.00  -252.00
2005 09 01 09 48 00 000  -38.00  -239.00
2005 09 01 09 49 00 000  -38.00  -235.00
2005 09 01 09 50 00 000  -38.00  -228.00
2005 09 01 09 51 00 000  -38.00  -211.00
2005 09 01 09 52 00 000  -38.00  -215.00
2005 09 01 09 53 00 000  -38.00  -224.00
2005 09 01 09 54 00 000  -37.00  -192.00
2005 09 01 09 55 00 000  -37.00  -184.00
2005 09 01 09 56 00 000  -37.00  -189.00
2005 09 01 09 57 00 000  -36.00  -196.00
2005 09 01 09 58 00 000  -36.00  -198.00
2005 09 01 09 59 00 000  -36.00  -197.00
2005 09 01 10 00 00 000  -36.00  -213.00
2005 09 01 10 01 00 000  -35.00  -221.00
2005 09 01 10 02 00 000  -34.00  -244.00
2005 09 01 10 03 00 000  -34.00  -250.00
2005 09 01 10 04 00 000  -34.00  -261.00
2005 09 01 10 05 00 000  -34.00  -269.00
2005 09 01 10 06 00 000  -35.00  -262.00
2005 09 01 10 07 00 000  -35.00  -317.00
2005 09 01 10 08 00 000  -35.00  -319.00
2005 09 01 10 09 00 000  -36.00  -275.00
2005 09 01 10 10 00 000  -36.00  -295.00
2005 09 01 10 11 00 000  -36.00  -309.00
2005 09 01 10 12 00 000  -35.00  -325.00
2005 09 01 10 13 00 000  -35.00  -375.00
2005 09 01 10 14 00 000  -36.00  -404.00
2005 09 01 10 15 00 000  -37.00  -425.00
2005 09 01 10 16 00 000  -37.00  -442.00
2005 09 01 10 17 00 000  -37.00  -465.00
2005 09 01 10 18 00 000  -37.00  -475.00
2005 09 01 10 19 00 000  -37.00  -479.00
2005 09 01 10 20 00 000  -37.00  -489.00
2005 09 01 10 21 00 000  -37.00  -504.00
2005 09 01 10 22 00 000  -37.00  -515.00
2005 09 01 10 23 00 000  -37.00  -501.00
2005 09 01 10 24 00 000  -37.00  -490.00
2005 09 01 10 25 00 000  -37.00  -523.00
2005 09 01 10 26 00 000  -37.00  -508.00
2005 09 01 10 27 00 000  -37.00  -490.00
2005 09 01 10 28 00 000  -37.00  -489.00
2005 09 01 10 29 00 000  -37.00  -471.00
2005 09 01 10 30 00 000  -37.00  -434.00
2005 09 01 10 31 00 000  -36.00  -414.00
2005 09 01 10 32 00 000  -36.00  -398.00
2005 09 01 10 33 00 000  -36.00  -383.00
2005 09 01 10 34 00 000  -36.00  -358.00
2005 09 01 10 35 00 000  -36.00  -345.00
2005 09 01 10 36 00 000  -36.00  -336.00
2005 09 01 10 37 00 000  -36.00  -318.00
2005 09 01 10 38 00 000  -36.00  -300.00
2005 09 01 10 39 00 000  -35.00  -277.00
2005 09 01 10 40 00 000  -35.00  -268.00
2005 09 01 10 41 00 000  -36.00  -276.00
2005 09 01 10 42 00 000  -35.00  -277.00
2005 09 01 10 43 00 000  -35.00  -295.00
2005 09 01 10 44 00 000  -35.00  -310.00
2005 09 01 10 45 00 000  -36.00  -313.00
2005 09 01 10 46 00 000  -36.00  -308.00
2005 09 01 10 47 00 000  -36.00  -311.00
2005 09 01 10 48 00 000  -36.00  -318.00
2005 09 01 10 49 00 000  -36.00  -311.00
2005 09 01 10 50 00 000  -36.00  -303.00
2005 09 01 10 51 00 000  -36.00  -300.00
2005 09 01 10 52 00 000  -36.00  -295.00
2005 09 01 10 53 00 000  -36.00  -300.00
2005 09 01 10 54 00 000  -36.00  -283.00
2005 09 01 10 55 00 000  -36.00  -284.00
2005 09 01 10 56 00 000  -36.00  -299.00
2005 09 01 10 57 00 000  -36.00  -303.00
2005 09 01 10 58 00 000  -36.00  -301.00
2005 09 01 10 59 00 000  -36.00  -297.00
2005 09 01 11 00 00 000  -36.00  -299.00
2005 09 01 11 01 00 000  -36.00  -294.00
2005 09 01 11 02 00 000  -36.00  -299.00
2005 09 01 11 03 00 000  -36.00  -304.00
2005 09 01 11 04 00 000  -36.00  -298.00
2005 09 01 11 05 00 000  -37.00  -329.00
2005 09 01 11 06 00 000  -37.00  -335.00
2005 09 01 11 07 00 000  -37.00  -377.00
2005 09 01 11 08 00 000  -37.00  -413.00
2005 09 01 11 09 00 000  -37.00  -415.00
2005 09 01 11 10 00 000  -37.00  -412.00
2005 09 01 11 11 00 000  -37.00  -386.00
2005 09 01 11 12 00 000  -38.00  -351.00
2005 09 01 11 13 00 000  -38.00  -310.00
2005 09 01 11 14 00 000  -38.00  -267.00
2005 09 01 11 15 00 000  -38.00  -227.00
2005 09 01 11 16 00 000  -37.00  -216.00
2005 09 01 11 17 00 000  -37.00  -217.00
2005 09 01 11 18 00 000  -38.00  -213.00
2005 09 01 11 19 00 000  -38.00  -212.00
2005 09 01 11 20 00 000  -39.00  -208.00
2005 09 01 11 21 00 000  -39.00  -217.00
2005 09 01 11 22 00 000  -39.00  -237.00
2005 09 01 11 23 00 000  -39.00  -258.00
2005 09 01 11 24 00 000  -40.00  -263.00
2005 09 01 11 25 00 000  -39.00  -257.00
2005 09 01 11 26 00 000  -39.00  -264.00
2005 09 01 11 27 00 000  -39.00  -278.00
2005 09 01 11 28 00 000  -39.00  -281.00
2005 09 01 11 29 00 000  -40.00  -286.00
2005 09 01 11 30 00 000  -39.00  -287.00
2005 09 01 11 31 00 000  -39.00  -283.00
2005 09 01 11 32 00 000  -40.00  -273.00
2005 09 01 11 33 00 000  -40.00  -277.00
2005 09 01 11 34 00 000  -40.00  -263.00
2005 09 01 11 35 00 000  -40.00  -283.00
2005 09 01 11 36 00 000  -40.00  -394.00
2005 09 01 11 37 00 000  -40.00  -299.00
2005 09 01 11 38 00 000  -41.00  -181.00
2005 09 01 11 39 00 000  -41.00  -267.00
2005 09 01 11 40 00 000  -41.00  -328.00
2005 09 01 11 41 00 000  -41.00  -314.00
2005 09 01 11 42 00 000  -41.00  -384.00
2005 09 01 11 43 00 000  -41.00  -432.00
2005 09 01 11 44 00 000  -41.00  -449.00
2005 09 01 11 45 00 000  -42.00  -435.00
2005 09 01 11 46 00 000  -41.00  -376.00
2005 09 01 11 47 00 000  -42.00  -348.00
2005 09 01 11 48 00 000  -42.00  -429.00
2005 09 01 11 49 00 000  -42.00  -419.00
2005 09 01 11 50 00 000  -43.00  -410.00
2005 09 01 11 51 00 000  -43.00  -443.00
2005 09 01 11 52 00 000  -43.00  -464.00
2005 09 01 11 53 00 000  -44.00  -407.00
2005 09 01 11 54 00 000  -44.00  -405.00
2005 09 01 11 55 00 000  -44.00  -382.00
2005 09 01 11 56 00 000  -45.00  -413.00
2005 09 01 11 57 00 000  -44.00  -396.00
2005 09 01 11 58 00 000  -45.00  -395.00
2005 09 01 11 59 00 000  -44.00  -465.00
